L-firstStep;L-lastStep;L-meanAmplMidSwing;L-amplDiffTCIC;L-meanStride;L-meanStance;L-meanSwing;L-SwingStride;L-StanceStride;L-meanOneLegStance;L-meanDoubleLegSupport;L-oneLegStanceStride;L-doubleLegSupportStride;L-weg;L-meanStrideLen;L-meanStepHeight;L-aufsetzwinkel;L-abrollwinkel;L-velocity;L-velocity2;L-cadence;L-OKtilt;L-ROMShoulderX;L-ROMShoulderY;L-ROMShoulderZ;L-meanROMHipX;L-meanROMSpineX;L-meanROMHipY;L-meanROMSpineY;L-meanROMHipZ;L-meanROMSpineZ;L-StrideLength;L-StrideLength2;L-StepLength;R-firstStep;R-lastStep;R-meanAmplMidSwing;R-amplDiffTCIC;R-meanStride;R-meanStance;R-meanSwing;R-SwingStride;R-StanceStride;R-meanOneLegStance;R-meanDoubleLegSupport;R-oneLegStanceStride;R-doubleLegSupportStride;R-weg;R-meanStrideLen;R-meanStepHeight;R-aufsetzwinkel;R-abrollwinkel;R-velocity;R-velocity2;R-cadence;R-OKtilt;R-ROMShoulderX;R-ROMShoulderY;R-ROMShoulderZ;R-meanROMHipX;R-meanROMSpineX;R-meanROMHipY;R-meanROMSpineY;R-meanROMHipZ;R-meanROMSpineZ;R-StrideLength;R-StrideLength2;R-StepLength;S-lastStep;S-meanAmplMidSwing;S-amplDiffTCIC;S-meanStride;S-meanStance;S-meanSwing;S-SwingStride;S-StanceStride;S-meanOneLegStance;S-meanDoubleLegSupport;S-oneLegStanceStride;S-doubleLegSupportStride;S-weg;S-meanStrideLen;S-meanStepHeight;S-aufsetzwinkel;S-abrollwinkel;S-cadence;S-meanROMHipX;S-meanROMSpineX;S-meanROMHipY;S-meanROMSpineY;S-meanROMHipZ;S-meanROMSpineZ;S-StrideLength2;S-StepLength;P-Altersklasse;P-Geschlecht;P-KennungAnonym
4.2718446600;13.9514563100;148.5254616000;10.5017271200;1.0097087380;0.5367545080;0.4720873790;46.7977335200;53.2022664800;0.4703344120;0.0693481280;46.5811965800;6.8681318680;9.2252480770;1.1493937470;0.3205559690;8.8814827840;-21.5665391300;92.9789368100;1.5496489470;118.8461538000;14.9605004500;0.0948536620;0.0937469880;0.0954056550;5.0276293160;2.5510625040;2.8817634240;1.7369779290;7.6480839980;2.1669342740;1.5000000000;1.5646940820;0.8317810570;3.6796116500;14.6019417500;378.0074106000;7.2283714360;1.0157766990;0.5461165050;0.4703344120;46.2697464500;53.7302535500;0.4720873790;0.0707350900;46.4755077700;6.9636456730;12.0755274200;1.4099006200;0.2600063480;23.1429083600;-53.6876201300;92.9789368100;1.5496489470;118.1362007000;14.9605004500;0.0948536620;0.0937469880;0.0954056550;4.8233016240;2.4068778200;3.1855206810;1.7083932220;8.0460359960;2.0878218430;1.3636363640;1.5740972920;0.8462888670;4.5562733760;87.1671879100;-36.9242807100;0.5991611740;1.7291066280;-0.3720131640;-1.1346327800;0.9875144950;0.3720131640;1.9801980200;-0.2271492770;1.3810778100;26.7622119100;20.3577107500;-20.8589563700;89.0660216600;85.3669254200;-0.5991611740;-4.1483935500;-5.8163138020;10.0129564600;-1.6593107590;5.0713515410;-3.7187763260;0.5991611740;1.7291066280;0;0;20
4.1844660190;13.8834951500;148.9728183000;11.5742195800;1.0152565880;0.5506241330;0.4648058250;45.7735655700;54.2264344300;0.4627831720;0.0887656030;45.5828779600;8.7431693990;9.6420792150;1.2087691760;0.2977876540;8.7978021790;-21.5507992800;92.7927927900;1.5465465470;118.1967213000;15.6127335800;0.0763263650;0.0352767200;0.0976598240;4.8827029700;2.6197207680;2.9878050890;1.6669456950;8.0312864040;3.0631163180;1.5000000000;1.5701415700;0.8515658520;3.6213592230;14.4271844700;380.8401387000;11.3397500500;1.0169902910;0.5546116500;0.4627831720;45.4852824200;54.5147175800;0.4648058250;0.0915395280;45.7040572800;9.0010228440;11.6871916400;1.3629465910;0.2753672970;22.6567496000;-54.3961798700;92.7927927900;1.5465465470;117.9952267000;15.6127335800;0.0763263650;0.0352767200;0.0976598240;5.0606019930;2.6679056130;3.1671408190;1.7999288870;8.2295503540;2.8772584550;1.3636363640;1.5728228230;0.8577327330;3.8408779150;87.5279916900;-2.0465204150;0.1706193480;0.7215686270;-0.4361099000;-0.6317922300;0.5302190570;0.4361099000;3.0769230770;0.2654910450;2.9063418730;19.1765807700;11.9902375500;-7.8234887980;88.1204572300;86.4955550700;-0.1706193480;3.5782674760;1.8225510810;5.8273697990;7.6716470890;2.4385454920;-6.2574456910;0.1706193480;0.7215686270;0;0;20
4.1067961170;13.7669902900;146.8305061000;9.6069066190;1.0124826630;0.5409153950;0.4745145630;46.7208904100;53.2791095900;0.4735706580;0.0693481280;46.7732115700;6.8493150680;8.8133372850;1.1065100610;0.3310817130;8.8624661430;-21.5421769900;93.1658291500;1.5527638190;118.5205479000;15.0560415500;0.0787272380;0.0241163070;0.0981751970;4.3579478010;2.9292398190;3.2270633470;1.9544747820;7.5985098970;2.6589427740;1.5000000000;1.5721464470;0.8399138550;3.5145631070;14.3689320400;377.6997076000;10.8614075700;1.0169902910;0.5461165050;0.4735706580;46.4333068200;53.5666931800;0.4745145630;0.0651872400;46.6587112200;6.4098192980;11.2113233400;1.3113952580;0.2709779500;23.3907204500;-53.3191906800;93.1658291500;1.5527638190;117.9952267000;15.0560415500;0.0787272380;0.0241163070;0.0981751970;4.4358492290;2.5910970190;3.2501106300;1.8267110750;7.9193480380;2.4829836970;1.3636363640;1.5791457290;0.8479899500;4.2788129740;88.0289430200;12.2579801700;0.4442166410;0.9569377990;-0.1991181910;-0.6174356160;0.5383151950;0.1991181910;-6.1855670100;-0.2450989920;-6.6293282610;23.9503290300;16.9473300500;-19.9660488200;90.0887995200;84.8956268900;-0.4442166410;1.7717358550;-12.2508031800;0.7116462430;-6.7578644110;4.1350828430;-6.8440915150;0.4442166410;0.9569377990;0;0;20
4.7549019610;13.3725490200;172.1116521000;2.8122845510;1.0114379080;0.5588235290;0.4523809520;44.7380567700;55.2619432300;0.4656862750;0.0980392160;46.0420032300;9.6930533120;13.0687800000;1.8910826380;0.2996161110;11.3054043200;-24.1953192000;104.4368601000;1.7406143340;118.6429725000;23.5141160500;0.0509317350;0.0476001440;0.1237179310;10.8950302200;5.4065608140;6.4536504770;2.2986921270;7.4443834150;3.6121795830;1.6666666670;1.7605233220;0.9726962460;4.1372549020;13.7450980400;320.8355765000;11.0247400000;1.0140056020;0.5490196080;0.4656862750;45.8908839800;54.1091160200;0.4523809520;0.0964052290;44.6132596700;9.5073664830;14.2948747900;1.9288984060;0.2908295210;19.6753025100;-47.1632881300;104.4368601000;1.7406143340;118.3425414000;23.5141160500;0.0509317350;0.0476001440;0.1237179310;10.7159099800;5.1774296770;6.1818392550;2.4036589040;7.9015509120;3.6904025350;1.5000000000;1.7649926860;0.9556313990;2.7476500360;60.3407082100;118.7026216000;0.2535438520;-1.7699115040;2.8985507250;2.5440597560;-2.1081028420;-2.8985507250;-1.6806722690;-3.1520366650;-1.9341955150;8.9614841350;1.9798929460;-2.9762569410;54.0329711700;64.3733665400;-0.2535438520;-1.6576811440;-4.3297683800;-4.3023456660;4.4644381770;5.9581578650;2.1423367840;0.2535438520;-1.7699115040;0;1;21
4.7087378640;13.2815534000;171.4191791000;2.3340492460;1.0097087380;0.5582524270;0.4521497920;44.7458791200;55.2541208800;0.4514563110;0.1116504850;44.7115384600;11.0576923100;12.1799259700;1.7538085100;0.2977677270;11.2050462300;-24.0889086500;104.9830125000;1.7497168740;118.8461538000;23.4898446100;0.1054623100;0.0467821730;0.0949080940;9.1143842070;5.3863719680;7.4869840770;2.2079959540;7.7731399620;3.5214507790;1.6666666670;1.7667044170;0.9767836920;4.1359223300;13.6990291300;325.4222724000;9.0450316670;1.0097087380;0.5617198340;0.4514563110;44.5398351600;55.4601648400;0.4521497920;0.1084142390;44.7802197800;10.7371794900;15.7075435000;2.0732566750;0.2353825830;18.5019479500;-47.9684747400;104.9830125000;1.7497168740;118.8461538000;23.4898446100;0.1054623100;0.0467821730;0.0949080940;10.0935479900;5.5122832210;7.4064113230;2.3051294870;8.1228803320;3.8058668320;1.5000000000;1.7667044170;0.9828506710;3.0946383590;61.9928521600;117.9529783000;0.0000000000;0.6191950460;-0.1534919420;-0.4615384620;0.3722084370;0.1534919420;-2.9411764710;0.1534919420;-2.9411764710;25.2989432200;16.6941585800;-23.4024598700;49.1258164700;66.2793040000;-0.0000000000;10.1954106400;2.3105832950;-1.0819930920;4.3044906960;4.4003513390;7.7631697820;0.0000000000;0.6191950460;0;1;21
4.4271844660;12.9611650500;174.1602187000;1.9993548260;1.0048543690;0.5517799350;0.4507628290;44.9735449700;55.0264550300;0.4575242720;0.0954692560;45.5314009700;9.5008051530;12.4044585500;1.7889373930;0.2923660010;11.2844660800;-24.2344874000;105.4607509000;1.7576791810;119.4202899000;25.5986102400;0.0552960270;0.0605327700;0.1464442390;9.3226153940;4.7914089900;7.4895880920;2.1593688330;7.4994440510;4.2574181990;1.6666666670;1.7662116040;0.9698521050;3.8058252430;13.2427184500;323.8804052000;5.7091985920;1.0069348130;0.5492371710;0.4575242720;45.4459366400;54.5540633600;0.4507628290;0.0954692560;44.7658402200;9.4811753900;14.0355598000;1.8775295400;0.3017970750;18.9630740000;-47.4418808900;105.4607509000;1.7576791810;119.1735537000;25.5986102400;0.0552960270;0.0605327700;0.1464442390;9.0186713870;5.1137410250;7.7331637320;2.4778174530;7.9271641180;4.3153766060;1.5000000000;1.7698683570;0.9653827400;2.1489440530;60.1236844400;96.2526576600;0.2068252330;-0.4618937640;1.4888337470;1.0448891260;-0.8621818410;-1.4888337470;0.0000000000;-1.6956459260;-0.2068252330;12.3381249800;4.8325621600;3.1745740730;50.7717844300;64.7560529200;-0.2068252330;-3.3143149730;6.5083725970;3.2001525450;13.7345623400;5.5452249990;1.3521472980;0.2068252330;-0.4618937640;0;1;21
8.0776699030;16.7864077700;169.0708285000;4.8925606380;1.0177993530;0.5647249190;0.4535367550;44.5378151300;55.4621848700;0.4563106800;0.1116504850;44.8330683600;10.9697933200;12.9125998300;1.8640957900;0.2879713120;10.8331367700;-24.6648900400;103.3444816000;1.7224080270;117.9014308000;23.4759201400;0.1353938170;0.1787999520;0.1559235960;10.0549611500;5.7154690940;7.3488624250;2.6643583520;7.7873804320;3.5819132510;1.6666666670;1.7530657750;0.9726867340;7.1844660190;16.8737864100;324.2525849000;9.0164516250;1.0208044380;0.5644937590;0.4563106800;44.7010869600;55.2989130400;0.4535367550;0.1148867310;44.4293478300;11.2545289900;15.9000984000;2.1410018160;0.2730714440;18.6825625600;-48.9174578000;103.3444816000;1.7224080270;117.5543478000;23.4759201400;0.1353938170;0.1787999520;0.1559235960;10.9012012000;6.1374599620;7.4707825450;3.5003746360;8.1827686490;3.9502289350;1.5000000000;1.7582417580;0.9722885810;0.5191808480;62.9127879300;59.2981141900;0.2948180070;-0.0409416580;0.6097560980;0.3659207510;-0.2948180070;-0.6097560980;2.8571428570;-0.9045700390;2.5623788100;20.7373745100;13.8276792800;-5.3114909210;53.1881403500;65.9195268300;-0.2948180070;8.0762883410;7.1204487230;1.6453851680;27.1225464500;4.9515907980;9.7798388660;0.2948180070;-0.0409416580;0;1;21
4.1941747570;12.7087378600;170.7430602000;1.8878027020;1.0032362460;0.5453074430;0.4563106800;45.5645161300;54.4354838700;0.4575242720;0.0857605180;45.6048387100;8.5483870970;12.5308873800;1.8234935480;0.3158261020;11.3095377400;-23.8208614400;105.7012543000;1.7616875710;119.6129032000;22.6505628500;0.0605295170;0.0565269650;0.0862079790;9.6706317500;5.1212193700;6.1767304970;1.8010237510;7.2531367260;4.2960119540;1.6666666670;1.7673888260;0.9606613450;3.5728155340;13.1553398100;322.7832131000;13.7515508400;1.0013869630;0.5423023580;0.4575242720;45.7669667600;54.2330332400;0.4563106800;0.0809061490;45.5678670400;8.0794090490;14.1522691500;1.8987823190;0.2924976340;18.9820340200;-46.6235774000;105.7012543000;1.7616875710;119.8337950000;22.6505628500;0.0605295170;0.0565269650;0.0862079790;9.7981172460;5.4927634070;5.9669193750;2.0293834670;7.5019988950;4.4445215430;1.5000000000;1.7641309660;0.9553673240;3.4534534530;61.6138030200;151.7166052000;-0.1845018450;-0.5526036130;0.2656042500;0.4433315290;-0.3726021770;-0.2656042500;-5.8252427180;-0.0811025040;-5.6408924400;12.1528482700;4.0453085380;-7.6697541940;50.6576307700;64.7395772900;0.1845018450;1.3096424050;7.0010295770;-3.4554870120;11.9235216000;3.3732278130;3.3981813340;-0.1845018450;-0.5526036130;0;1;21
4.4660194170;13.0485436900;170.1093238000;4.3679088490;1.0032362460;0.5485436890;0.4521497920;45.1958525300;54.8041474700;0.4684466020;0.0776699030;46.6935483900;7.7419354840;11.5427972900;1.6928737070;0.2900376160;11.1086897400;-24.1272300300;104.8642534000;1.7477375570;119.6129032000;25.8267264000;0.1191472360;0.0540770250;0.1067801130;8.4598916200;5.0306705340;6.9059186430;2.1617817750;7.1718235660;3.8916051190;1.6666666670;1.7533936650;0.9587104070;3.8640776700;13.3883495100;322.7375506000;12.1037517700;1.0013869630;0.5312066570;0.4684466020;46.8663434900;53.1336565100;0.4521497920;0.0809061490;45.1523545700;8.0794090490;14.8921006800;1.9840285590;0.3230822300;18.8523637200;-46.8238515700;104.8642534000;1.7477375570;119.8337950000;25.8267264000;0.1191472360;0.0540770250;0.1067801130;8.6048036610;5.6090203560;6.9911198660;2.4471860220;7.5762197890;4.0972997840;1.5000000000;1.7501616030;0.9284098250;2.5706940870;61.9373824400;93.9291198700;-0.1845018450;-3.2113037890;3.5404896420;3.6290486820;-3.0952843100;-3.5404896420;4.0816326530;-3.3560426040;4.2660541820;25.3400137300;15.8369644600;10.7791694500;51.6916001500;63.9782256500;0.1845018450;1.6983841620;10.8715530900;1.2261781200;12.3847359700;5.4840660950;5.1495084200;-0.1845018450;-3.2113037890;0;1;21
4.8932038830;13.4174757300;175.0557503000;2.0105707330;1.0016181230;0.5501618120;0.4507628290;45.0380798500;54.9619201500;0.4672330100;0.0825242720;46.6478190600;8.2390953150;12.9589904300;1.9025512660;0.3449582890;11.4289088500;-23.8908648100;105.5808656000;1.7596810930;119.8061389000;23.8186936800;0.1308142490;0.1077910830;0.1156526830;9.7141605060;5.4169113160;7.3164472150;2.9927072550;7.3593006270;3.5242748650;1.6666666670;1.7625284740;0.9681093390;4.3106796120;13.9126213600;323.7677945000;9.6526267810;1.0069348130;0.5367545080;0.4672330100;46.5478650100;53.4521349900;0.4507628290;0.0889967640;44.7658402200;8.8383838380;15.1889587800;1.9894488010;0.3115898770;18.6234746600;-47.4449107600;105.5808656000;1.7596810930;119.1735537000;23.8186936800;0.1308142490;0.1077910830;0.1156526830;9.7359059940;5.2800557240;7.3937857110;2.7075298190;7.5575107560;3.7959609560;1.5000000000;1.7718841520;0.9445167590;3.6234458260;59.6251102000;131.0456423000;0.5294049950;-2.4670353040;3.5882908400;3.2969800410;-2.7852203470;-3.5882908400;7.5471698110;-4.1175002890;7.0184658750;15.8446239500;4.4654436880;-10.1648023700;47.8801676600;66.0371202400;-0.5294049950;0.2236032280;-2.5587737370;1.0514924670;-10.0058096800;2.6575401920;7.4228780990;0.5294049950;-2.4670353040;0;1;21
5.2815533980;13.8446601900;172.4308941000;3.9326453850;1.0016181230;0.5436893200;0.4549237170;45.5688899100;54.4311100900;0.4648058250;0.0841423950;46.4054927300;8.4006462040;12.2045251000;1.7809798940;0.2767358400;11.0760883900;-24.0479248000;105.1020408000;1.7517006800;119.8061389000;23.2507600900;0.0723281920;0.0539303380;0.0851579330;8.7948708620;4.7531240640;7.4995805800;2.3615410940;6.8047831180;3.8502201720;1.6666666670;1.7545351470;0.9523809520;4.6893203880;14.2718446600;321.8984359000;10.6814495700;1.0124826630;0.5464632450;0.4648058250;45.9674657500;54.0325342500;0.4549237170;0.0938511330;44.9315068500;9.2694063930;14.1251259200;1.8677314940;0.2906784050;19.0535702200;-47.0255493700;105.1020408000;1.7517006800;118.5205479000;23.2507600900;0.0723281920;0.0539303380;0.0851579330;9.0885565760;4.7573261810;7.8847656990;2.4193809090;7.3950866550;3.8903579810;1.5000000000;1.7735665690;0.9572400390;3.0386740330;60.4728599900;92.3602071400;1.0788476990;0.5089058520;2.1489161170;0.8708580020;-0.7349482700;-2.1489161170;10.9090909100;-3.2275767490;9.8331364260;14.5888817100;4.7551911530;4.9144218200;52.9543460100;64.6587910200;-1.0788476990;3.2844454990;0.0883683970;5.0074941350;2.4196092410;8.3142105690;1.0370752280;1.0788476990;0.5089058520;0;1;21
4.2912621360;12.6893203900;171.4012610000;3.1151486880;0.9951456310;0.5275080910;0.4660194170;46.9105691100;53.0894308900;0.4672330100;0.0566343040;46.9512195100;5.6910569110;12.0254968600;1.7589604250;0.3421995110;11.8002422900;-23.1855297100;107.1676301000;1.7861271680;120.5853659000;23.7478855700;0.1255142840;0.0550187630;0.0885101340;8.1231390610;5.0572154380;6.8487529730;2.5891790740;6.9519660690;3.6870037000;1.6666666670;1.7774566470;0.9421965320;3.7961165050;13.2038835000;320.8203580000;19.2435109200;0.9889043000;0.5201109570;0.4672330100;47.3264375900;52.6735624100;0.4660194170;0.0533980580;47.1248246800;5.3997194950;14.7363636600;1.9387715570;0.3028902690;18.8532440000;-46.2563012000;107.1676301000;1.7861271680;121.3464236000;23.7478855700;0.1255142840;0.0550187630;0.0885101340;8.1771362970;5.2227938010;6.9304334310;2.3790572930;7.2168108330;3.7535940200;1.5000000000;1.7663088360;0.9289843100;3.9745031870;60.7121228500;144.2694912000;-0.6291506470;-1.4121800530;0.2600780230;0.8826012130;-0.7864158700;-0.2600780230;-5.8823529410;0.3690741330;-5.2536883770;20.2591803900;9.7254821490;-12.1872158000;46.0176153600;66.4463226000;0.6291506470;0.6625315770;3.2213660370;1.1855628460;-8.4586064480;3.7384280360;1.7899185740;-0.6291506470;-1.4121800530;0;1;21
4.6504854370;13.1941747600;173.3003359000;4.1036729730;0.9935275080;0.5404530740;0.4535367550;45.6258725000;54.3741275000;0.4745145630;0.0695792880;47.7605863200;7.0032573290;12.2816841300;1.7996728260;0.3300718530;11.5028744500;-23.7573018300;105.3409091000;1.7556818180;120.7817590000;27.9898170600;0.0756583960;0.0716371580;0.1290171420;8.8055691700;4.6880069870;6.7297288630;2.2853906020;6.7806850860;3.4387202920;1.6666666670;1.7443181820;0.9488636360;4.0582524270;13.5048543700;319.9886267000;12.3762163400;1.0000000000;0.5270457700;0.4745145630;47.3734396700;52.6265603300;0.4535367550;0.0695792880;45.3536754500;6.9579288030;14.8953491000;1.9951486590;0.3092644200;19.3126863600;-46.0732496600;105.3409091000;1.7556818180;120.0000000000;27.9898170600;0.0756583960;0.0716371580;0.1290171420;9.1419761890;4.4875507070;6.9460644590;2.4278390850;7.0989618140;3.3837048680;1.5000000000;1.7556818180;0.9253246750;2.3272727270;59.4735751200;100.3956181000;0.6493506490;-2.5119099180;4.5208294410;3.7582367600;-3.2664596900;-4.5208294410;0.0000000000;-5.1698006790;-0.6493506490;19.2343656200;10.3022413400;-6.5090731470;50.6874559600;63.9145685000;-0.6493506490;3.7487802620;-4.3693535770;3.1637739770;6.0446230140;4.5862366740;-1.6127820370;0.6493506490;-2.5119099180;0;1;21
3.2718446600;16.3883495100;165.8399429000;21.7440657800;1.1380798270;0.6407766990;0.4961165050;43.6445497600;56.3554502400;0.4650485440;0.1779935280;40.8625592400;15.6398104300;15.2596263400;1.6197562210;0.1104495940;11.0288731800;-26.8780230100;73.9013452900;1.2316890880;105.4407583000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.4746441071;4.0276476197;3.8552013756;3.2209211790;9.6977696249;4.5305342326;1.3333333330;1.4017605050;0.7892376680;3.9708737860;16.9611650500;280.4117934000;24.5858520200;1.1294498380;0.6645091690;0.4650485440;41.1700095500;58.8299904500;0.4961165050;0.1672060410;43.9255014300;14.8042024800;17.5258443000;1.7512403780;0.0947432200;17.4185329800;-44.4806965300;73.9013452900;1.2316890880;106.2464183000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.5187592553;4.1597701292;3.8603447345;3.2713146333;9.7577565815;4.5351917092;1.3333333330;1.3911310410;0.8184686930;3.4352256190;51.3485287200;12.2676075200;-0.7611798290;3.6363636360;-6.4646464650;-5.8351779030;4.2966197760;6.4646464650;-6.2500000000;7.2249374890;-5.4894730580;13.8245260500;7.8009071480;-15.3088932900;44.9226179900;49.3357325900;0.7611798290;0.5211383751;3.2468732074;0.0401547765;1.7040035684;1.0369557173;0.1830823648;-0.7611798290;3.6363636360;0;0;22
1.9708737860;14.8349514600;167.6224429000;23.8673695800;1.1197411000;0.6494066880;0.4718446600;42.0712909400;57.9287090600;0.4699029130;0.1801510250;41.9653179200;16.0886319800;14.7748933300;1.5496818210;0.0773892630;10.7047490500;-27.5026977500;74.6264150900;1.2437735850;107.1676301000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.4746441071;4.0276476197;3.8552013756;3.2209211790;9.6977696249;4.5305342326;1.3333333330;1.3927044030;0.8077148850;2.5922330100;15.4854368900;287.3460888000;26.2944485200;1.1197411000;0.6494066880;0.4699029130;41.9845857400;58.0154142600;0.4718446600;0.1790722760;42.1387283200;15.9922928700;16.4416217500;1.6352529570;0.1055713630;17.9333431900;-44.3709597400;74.6264150900;1.2437735850;107.1676301000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.5187592553;4.1597701292;3.8603447345;3.2713146333;9.7577565815;4.5351917092;1.3333333330;1.3927044030;0.8077148850;4.2907460770;52.6294183200;9.6769974920;0.0000000000;0.0000000000;-0.4123711340;-0.2063037250;0.1495637720;0.4123711340;-0.6006006010;0.4123711340;-0.6006006010;10.6785041100;5.3734938120;30.8067370800;50.4823721200;46.9386492300;0.0000000000;0.5211383751;3.2468732074;0.0401547765;1.7040035684;1.0369557173;0.1830823648;0.0000000000;0.0000000000;0;0;22
3.2718446600;16.0097087400;171.2178078000;26.7072957600;1.1046386190;0.6321467100;0.4737864080;42.8320312500;57.1679687500;0.4689320390;0.1618122980;42.4511718800;14.6484375000;15.0343683800;1.5697981550;0.0788788030;11.2533528900;-27.0239140200;74.6044908500;1.2434081810;108.6328125000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.4746441071;4.0276476197;3.8552013756;3.2209211790;9.6977696249;4.5305342326;1.3333333330;1.3735166960;0.7860163900;3.8834951460;16.6019417500;286.0405468000;20.8008227500;1.1014023730;0.6321467100;0.4689320390;42.5905974500;57.4094025500;0.4737864080;0.1596548000;43.0166503400;14.4955925600;16.5940727200;1.6518448700;0.1008317090;17.4820728900;-44.5089826900;74.6044908500;1.2434081810;108.9520078000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.5187592553;4.1597701292;3.8603447345;3.2713146333;9.7577565815;4.5351917092;1.3333333330;1.3694927210;0.7860163900;3.6320333430;50.2222596000;-24.8651101800;-0.2933985330;0.0000000000;-1.0298661170;-0.5652689460;0.4214336460;1.0298661170;-1.3422818790;1.3232546550;-1.0488936730;9.8626697280;5.0934702910;24.4314103500;43.3522026200;48.8867904700;0.2933985330;0.5211383751;3.2468732074;0.0401547765;1.7040035684;1.0369557173;0.1830823648;-0.2933985330;0.0000000000;0;0;22
2.2621359220;15.3398058300;169.0570307000;21.1005491700;1.1337648330;0.6504854370;0.4854368930;42.7212178900;57.2787821100;0.4875943910;0.1650485440;43.0066603200;14.5575642200;13.7520063500;1.5024482960;0.0840205240;11.1563604300;-27.6110275000;80.8503679500;1.3475061320;105.8420552000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.4746441071;4.0276476197;3.8552013756;3.2209211790;9.6977696249;4.5305342326;1.3333333330;1.5277550650;0.8765331150;2.9223300970;14.7961165000;276.0504260000;22.3992736100;1.1347087380;0.6480582520;0.4875943910;42.9292929300;57.0707070700;0.4854368930;0.1650485440;42.7807486600;14.5454545500;15.6115740700;1.7251609310;0.1135308350;17.6365930200;-44.7974075800;80.8503679500;1.3475061320;105.7540107000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.5187592553;4.1597701292;3.8603447345;3.2713146333;9.7577565815;4.5351917092;1.4545454550;1.5290269830;0.8732624690;-3.6082474230;48.0753102100;5.9711711670;0.0832194020;-0.3738317760;0.4434589800;0.4858699370;-0.3639282400;-0.4434589800;0.0000000000;-0.5266778960;-0.0832194020;12.6658104800;13.8004708300;29.8760901500;45.0126285000;47.4706574100;-0.0832194020;0.5211383751;3.2468732074;0.0401547765;1.7040035684;1.0369557173;0.1830823648;0.0832194020;-0.3738317760;0;0;22
1.9514563110;14.6893203900;169.6119073000;15.4884808600;1.1100323620;0.6170442290;0.4932038830;44.4217687100;55.5782312900;0.4660194170;0.1488673140;41.9825072900;13.4110787200;15.4534451500;1.6367505120;0.1132957510;10.9793797400;-27.3259025200;76.0914928000;1.2681915470;108.1049563000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.4746441071;4.0276476197;3.8552013756;3.2209211790;9.6977696249;4.5305342326;1.3333333330;1.4077336590;0.7825302750;2.5631067960;15.2621359200;286.3999793000;23.9377308300;1.0981661270;0.6343042070;0.4660194170;42.3379174900;57.6620825100;0.4932038830;0.1413160730;44.9115913600;12.8683693500;16.7561576300;1.6578188630;0.1043828570;17.3817887900;-44.5454783500;76.0914928000;1.2681915470;109.2730845000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.5187592553;4.1597701292;3.8603447345;3.2713146333;9.7577565815;4.5351917092;1.3333333330;1.3926849990;0.8044192330;3.8249594810;51.2215034200;42.8610794800;-1.0747435270;2.7586206900;-5.6680161940;-4.8037315800;3.6804052410;5.6680161940;-5.2044609670;6.7417330120;-4.1302950060;8.0889695920;1.2789745240;-8.1890403650;45.1491203400;47.9177542500;1.0747435270;0.5211383751;3.2468732074;0.0401547765;1.7040035684;1.0369557173;0.1830823648;-1.0747435270;2.7586206900;0;0;22
2.6990291260;15.4854368900;173.8060931000;25.3507725400;1.1067961170;0.6245954690;0.4805825240;43.4941520500;56.5058479500;0.4800431500;0.1468446600;43.3723196900;13.2675438600;15.2318984200;1.6058580120;0.0907960400;10.7779586000;-27.8554323400;82.9530201300;1.3825503360;108.4210526000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.4746441071;4.0276476197;3.8552013756;3.2209211790;9.6977696249;4.5305342326;1.3333333330;1.5302013420;0.8635346760;3.3106796120;14.8834951500;288.2255662000;24.4017024800;1.1067961170;0.6237864080;0.4800431500;43.5063352800;56.4936647200;0.4805825240;0.1371359220;43.4210526300;12.3903508800;15.5761208300;1.7236572840;0.1388943730;17.7618092900;-45.4802068200;82.9530201300;1.3825503360;108.4210526000;19.6052450507;0.0807593320;0.0649280859;0.1064049554;8.5187592553;4.1597701292;3.8603447345;3.2713146333;9.7577565815;4.5351917092;1.4545454550;1.5302013420;0.8624161070;-3.9641943730;49.5288454200;-3.8151672180;0.0000000000;-0.1296176280;-0.1122964630;0.0280072820;-0.0215633420;0.1122964630;-6.8376068380;0.1122964630;-6.8376068380;2.2346286680;7.0760612830;41.8810106300;48.9411877200;48.0660554300;0.0000000000;0.5211383751;3.2468732074;0.0401547765;1.7040035684;1.0369557173;0.1830823648;0.0000000000;-0.1296176280;0;0;22
