L-firstStep;L-lastStep;L-meanAmplMidSwing;L-amplDiffTCIC;L-meanStride;L-meanStance;L-meanSwing;L-SwingStride;L-StanceStride;L-meanOneLegStance;L-meanDoubleLegSupport;L-oneLegStanceStride;L-doubleLegSupportStride;L-weg;L-meanStrideLen;L-meanStepHeight;L-aufsetzwinkel;L-abrollwinkel;L-velocity;L-velocity2;L-cadence;L-OKtilt;L-ROMShoulderX;L-ROMShoulderY;L-ROMShoulderZ;L-meanROMHipX;L-meanROMSpineX;L-meanROMHipY;L-meanROMSpineY;L-meanROMHipZ;L-meanROMSpineZ;L-StrideLength;L-StrideLength2;L-StepLength;R-firstStep;R-lastStep;R-meanAmplMidSwing;R-amplDiffTCIC;R-meanStride;R-meanStance;R-meanSwing;R-SwingStride;R-StanceStride;R-meanOneLegStance;R-meanDoubleLegSupport;R-oneLegStanceStride;R-doubleLegSupportStride;R-weg;R-meanStrideLen;R-meanStepHeight;R-aufsetzwinkel;R-abrollwinkel;R-velocity;R-velocity2;R-cadence;R-OKtilt;R-ROMShoulderX;R-ROMShoulderY;R-ROMShoulderZ;R-meanROMHipX;R-meanROMSpineX;R-meanROMHipY;R-meanROMSpineY;R-meanROMHipZ;R-meanROMSpineZ;R-StrideLength;R-StrideLength2;R-StepLength;S-lastStep;S-meanAmplMidSwing;S-amplDiffTCIC;S-meanStride;S-meanStance;S-meanSwing;S-SwingStride;S-StanceStride;S-meanOneLegStance;S-meanDoubleLegSupport;S-oneLegStanceStride;S-doubleLegSupportStride;S-weg;S-meanStrideLen;S-meanStepHeight;S-aufsetzwinkel;S-abrollwinkel;S-cadence;S-meanROMHipX;S-meanROMSpineX;S-meanROMHipY;S-meanROMSpineY;S-meanROMHipZ;S-meanROMSpineZ;S-StrideLength2;S-StepLength;P-Altersklasse;P-Geschlecht
3.83495;17.60194;159.18209;29.31005;1.07864;0.60874;0.47485;43.79347;56.20653;0.47043;0.13689;43.61345;12.69127;12.57661;1.22318;0.23544;9.67780;-23.86699;70.07796;1.16797;111.25113;19.60525;0.08076;0.06493;0.10640;8.47464;4.02765;3.85520;3.22092;9.69777;4.53053;1.23077;1.25982;0.71099;4.48544;18.18447;367.27934;37.23696;1.08252;0.61553;0.47043;43.29800;56.70200;0.47485;0.14563;43.86466;13.45291;17.39223;1.58733;0.18391;21.31205;-57.74843;70.07796;1.16797;110.85202;19.60525;0.08076;0.06493;0.10640;8.51876;4.15977;3.86034;3.27131;9.75776;4.53519;1.23077;1.26435;0.71892;3.25556;79.05508;23.82348;0.35939;1.11023;-0.93371;-1.13781;0.87764;0.93371;6.18557;0.57432;5.82650;32.13746;25.91334;-24.57898;75.08425;83.02706;-0.35939;0.52114;3.24687;0.04015;1.70400;1.03696;0.18308;0.35939;1.11023;4.00000;1.00000
3.79612;17.93204;151.49770;35.03890;1.11942;0.62427;0.49162;44.07475;55.92525;0.49320;0.13053;44.05898;11.66040;12.61049;1.19534;0.23844;9.95309;-24.14036;74.51394;1.24190;107.19861;19.60525;0.08076;0.06493;0.10640;8.47464;4.02765;3.85520;3.22092;9.69777;4.53053;1.23077;1.39020;0.77528;4.46602;17.34951;353.41863;22.82146;1.10895;0.61597;0.49320;44.46498;55.53502;0.49162;0.12190;44.33145;10.99222;15.23936;1.50752;0.20408;20.66386;-59.85019;74.51394;1.24190;108.21012;19.60525;0.08076;0.06493;0.10640;8.51876;4.15977;3.86034;3.27131;9.75776;4.53519;1.33333;1.37721;0.76497;-3.30215;79.98194;-42.23078;-0.93915;-1.33948;0.32264;0.88149;-0.70022;-0.32264;-6.83761;0.61652;-5.89940;18.87887;23.09974;-15.53195;69.96622;85.03298;0.93915;0.52114;3.24687;0.04015;1.70400;1.03696;0.18308;-0.93915;-1.33948;4.00000;1.00000
3.80583;17.71845;155.55252;32.51114;1.09029;0.60485;0.48808;44.64503;55.35497;0.47767;0.12082;43.81122;11.08143;13.70659;1.31251;0.23145;10.19520;-23.81902;75.94470;1.26575;110.06233;19.60525;0.08076;0.06493;0.10640;8.47464;4.02765;3.85520;3.22092;9.69777;4.53053;1.23077;1.38003;0.76559;4.45631;17.09709;371.92304;27.07039;1.08630;0.61273;0.47767;43.78352;56.21648;0.48808;0.12406;44.93094;11.42006;15.82126;1.59298;0.19552;21.65200;-59.64527;75.94470;1.26575;110.46673;19.60525;0.08076;0.06493;0.10640;8.51876;4.15977;3.86034;3.27131;9.75776;4.53519;1.33333;1.37498;0.77556;-3.56944;82.04002;-18.26320;-0.36675;1.29352;-2.15683;-1.94849;1.54432;2.15683;2.64317;2.52353;3.00985;14.32319;19.30645;-16.82717;71.94858;85.84811;0.36675;0.52114;3.24687;0.04015;1.70400;1.03696;0.18308;-0.36675;1.29352;4.00000;1.00000
3.29126;15.74757;154.04393;42.30756;1.07659;0.59008;0.48932;45.32064;54.67936;0.46602;0.12513;43.28657;11.62325;12.40418;1.30587;0.22363;11.05411;-23.66065;77.06937;1.28449;111.46293;19.60525;0.08076;0.06493;0.10640;8.47464;4.02765;3.85520;3.22092;9.69777;4.53053;1.33333;1.38287;0.75795;3.92233;16.57282;373.84979;40.71951;1.07983;0.61704;0.46602;43.00699;56.99301;0.48932;0.13053;45.31469;12.08791;15.73207;1.59013;0.17060;22.45263;-60.16677;77.06937;1.28449;111.12887;19.60525;0.08076;0.06493;0.10640;8.51876;4.15977;3.86034;3.27131;9.75776;4.53519;1.33333;1.38703;0.79259;5.10664;83.27656;-3.82537;0.30015;4.46828;-4.87805;-5.23879;4.14364;4.87805;4.21941;4.57807;3.91938;23.65554;19.63144;-26.90384;68.03716;87.09828;-0.30015;0.52114;3.24687;0.04015;1.70400;1.03696;0.18308;0.30015;4.46828;4.00000;1.00000
3.80583;17.81553;161.95083;35.51950;1.10583;0.63592;0.46867;42.43754;57.56246;0.48058;0.14563;43.45917;13.16945;12.02389;1.14598;0.22022;9.90266;-24.43103;75.25114;1.25419;108.51624;19.60525;0.08076;0.06493;0.10640;8.47464;4.02765;3.85520;3.22092;9.69777;4.53053;1.23077;1.38691;0.79756;4.44660;17.20388;363.37657;23.11877;1.09601;0.61812;0.48058;43.72539;56.27461;0.46867;0.14671;42.76127;13.38583;14.62203;1.46812;0.19068;20.42522;-60.67859;75.25114;1.25419;109.48819;19.60525;0.08076;0.06493;0.10640;8.51876;4.15977;3.86034;3.27131;9.75776;4.53519;1.33333;1.37460;0.77524;-3.49321;76.68579;-42.29571;-0.89168;-2.83871;2.51046;2.98933;-2.26262;-2.51046;0.73801;-1.61887;1.62966;19.50125;24.64597;-14.37935;69.39205;85.17854;0.89168;0.52114;3.24687;0.04015;1.70400;1.03696;0.18308;-0.89168;-2.83871;4.00000;1.00000
6.37864;18.88350;155.26874;20.02996;1.09061;0.59763;0.49320;45.21266;54.78734;0.48350;0.11435;44.33234;10.48467;12.22113;1.21880;0.22949;9.92578;-24.27759;76.77019;1.27950;110.02967;19.60525;0.08076;0.06493;0.10640;8.47464;4.02765;3.85520;3.22092;9.69777;4.53053;1.33333;1.39545;0.76467;5.81553;18.32039;378.68034;24.68856;1.07551;0.59223;0.48350;44.94483;55.05517;0.49320;0.10680;45.85757;9.92979;16.38219;1.63416;0.19575;22.06815;-59.30486;76.77019;1.27950;111.57472;19.60525;0.08076;0.06493;0.10640;8.51876;4.15977;3.86034;3.27131;9.75776;4.53519;1.33333;1.37612;0.75776;-3.02714;83.68274;20.83520;-1.39442;-0.90662;-1.98807;-0.59413;0.48765;1.98807;-6.82927;3.38226;-5.43614;29.09495;29.11744;-15.86619;75.90420;83.81490;1.39442;0.52114;3.24687;0.04015;1.70400;1.03696;0.18308;-1.39442;-0.90662;4.00000;1.00000
3.86408;13.11650;144.88850;5.17582;1.07929;0.58414;0.49237;45.74855;54.25145;0.47330;0.11974;43.85307;11.09445;12.38956;1.76675;0.35965;9.58303;-21.11858;97.27177;1.62120;111.18441;17.50950;0.08586;0.06892;0.07791;4.93969;3.87011;4.01888;2.72530;7.69841;3.02745;1.66667;1.74974;0.94701;3.14563;13.81553;337.17936;12.57133;1.08460;0.61859;0.47330;43.30243;56.69757;0.49237;0.11974;45.39642;11.04007;13.50786;1.82509;0.31041;19.15283;-50.90778;97.27177;1.62120;110.63939;17.50950;0.08586;0.06892;0.07791;5.23038;4.35788;4.20826;2.90177;7.44002;3.46875;1.50000;1.75836;1.00285;5.19106;79.77751;83.34310;0.49140;5.72746;-3.94973;-5.49376;4.40946;3.94973;0.00000;3.45850;-0.49140;8.63642;3.24869;-14.69776;66.60530;82.71750;-0.49140;5.71664;11.85631;4.60366;6.27209;-3.41370;13.58624;0.49140;5.72746;0.00000;1.00000
4.31068;13.62136;144.30746;5.05462;1.07605;0.57605;0.49792;46.36950;53.63050;0.50607;0.08576;47.03008;7.96992;10.63018;1.56904;0.37032;9.62397;-21.08626;96.66319;1.61105;111.51880;17.58106;0.11156;0.06656;0.10573;5.40389;3.07122;4.00794;2.97726;7.47860;3.83585;1.66667;1.73358;0.92805;3.76699;14.41748;330.67969;12.96125;1.08599;0.58391;0.50607;46.41603;53.58397;0.49792;0.10032;45.84930;9.23797;10.26389;1.41637;0.34552;24.32996;-46.55577;96.66319;1.61105;110.49808;17.58106;0.11156;0.06656;0.10573;5.24681;3.75874;3.91032;3.18603;7.82808;4.22787;1.50000;1.74959;0.94071;5.67867;78.47464;87.77404;0.91949;1.35512;1.62321;0.10030;-0.08680;-1.62321;15.65217;-2.54260;14.73799;-3.50612;-10.22789;-6.92832;86.62320;75.30676;-0.91949;-2.94977;20.13268;-2.46584;6.77474;4.56635;9.72326;0.91949;1.35512;0.00000;1.00000
4.19417;13.42718;148.15375;6.71851;1.07120;0.58738;0.48266;45.11221;54.88779;0.47087;0.13592;43.95770;12.68882;12.60225;1.78674;0.32499;9.64073;-21.16421;97.47634;1.62461;112.02417;16.82473;0.12715;0.05671;0.12274;5.91556;3.47375;4.37090;4.15993;7.31871;3.99879;1.66667;1.74027;0.95426;3.52427;14.17476;333.21920;19.08490;1.07074;0.60472;0.47087;43.75000;56.25000;0.48266;0.12783;45.07772;11.93869;11.14736;1.54574;0.28282;19.16347;-53.23716;97.47634;1.62461;112.07254;16.82473;0.12715;0.05671;0.12274;6.28363;3.98562;4.30913;3.90048;7.62456;4.84495;1.50000;1.73952;0.98242;5.41681;76.89067;95.85087;-0.04317;2.90867;-2.47273;-3.06590;2.45140;2.47273;-6.13497;2.51589;-6.09184;-12.25194;-14.46371;-13.87380;66.12049;86.21602;0.04317;6.03443;13.72444;-1.42325;-6.43755;4.09349;19.13579;-0.04317;2.90867;0.00000;1.00000
4.30097;13.39806;146.08752;6.04889;1.06149;0.57929;0.47850;45.25261;54.74739;0.50485;0.06311;47.56098;5.94512;12.53709;1.79466;0.32329;8.88490;-21.18407;98.93276;1.64888;113.04878;17.75433;0.12489;0.11908;0.06042;5.07883;3.52511;4.12686;3.65691;6.94859;4.90617;1.66667;1.75027;0.95518;3.51456;14.01942;336.42668;11.72132;1.06241;0.55340;0.50485;47.71540;52.28460;0.47850;0.06311;45.03916;5.93995;12.47617;1.65267;0.34355;22.87541;-46.09702;98.93276;1.64888;112.95039;17.75433;0.12489;0.11908;0.06042;5.48278;3.72060;4.29766;3.59066;7.24820;4.85964;1.50000;1.75179;0.91249;4.53258;78.89474;63.84195;0.08707;-4.57143;5.35966;5.29815;-4.60197;-5.35966;-0.00000;-5.44667;-0.08707;-0.48715;-8.23785;6.07631;88.10056;74.05631;-0.08707;7.64932;5.39603;4.05487;-1.82842;4.22070;-0.95296;0.08707;-4.57143;0.00000;1.00000
4.13592;13.32039;146.77705;7.17125;1.06472;0.58252;0.48128;45.24533;54.75467;0.47694;0.10032;44.79483;9.42249;12.19161;1.76994;0.33771;9.09895;-21.46630;97.99154;1.63319;112.70517;18.22840;0.08700;0.04618;0.09293;6.02578;3.50108;3.63506;2.71698;7.49963;3.68401;1.66667;1.73890;0.95137;3.48544;13.99029;339.33769;21.93588;1.06935;0.59085;0.47694;44.67412;55.32588;0.48128;0.09871;45.00649;9.23044;13.71787;1.84185;0.27750;18.70865;-52.24138;97.99154;1.63319;112.21790;18.22840;0.08700;0.04618;0.09293;5.73833;3.93747;3.88793;3.54455;8.08342;3.95183;1.50000;1.74645;0.96497;4.90579;79.22436;101.45027;0.43328;1.41844;-0.90465;-1.27049;1.03780;0.90465;-1.62602;0.47138;-2.05926;11.78142;3.98194;-19.57470;69.11563;83.50578;-0.43328;-4.88688;11.73315;6.72259;26.43345;7.49274;7.01487;0.43328;1.41844;0.00000;1.00000
4.31068;13.62136;144.30746;5.05462;1.07605;0.57605;0.49792;46.36950;53.63050;0.50607;0.08576;47.03008;7.96992;10.63018;1.56904;0.35032;9.62397;-21.08626;96.66319;1.61105;111.51880;17.58106;0.11156;0.06656;0.10573;5.40389;3.07122;4.00794;2.97726;7.47860;3.83585;1.66667;1.73358;0.92805;3.76699;14.41748;330.67969;12.96125;1.08599;0.58391;0.50607;46.41603;53.58397;0.49792;0.10032;45.84930;9.23797;10.26389;1.41637;0.32552;24.32996;-46.55577;96.66319;1.61105;110.49808;17.58106;0.11156;0.06656;0.10573;5.24681;3.75874;3.91032;3.18603;7.82808;4.22787;1.50000;1.74959;0.94071;5.67867;78.47464;87.77404;0.91949;1.35512;1.62321;0.10030;-0.08680;-1.62321;15.65217;-2.54260;14.73799;-3.50612;-10.22789;-7.33838;86.62320;75.30676;-0.91949;-2.94977;20.13268;-2.46584;6.77474;4.56635;9.72326;0.91949;1.35512;0.00000;1.00000
4.01942;13.31068;144.35916;4.63420;1.08738;0.57605;0.51456;47.17262;52.82738;0.50850;0.05340;46.76339;4.91071;12.21688;1.79900;0.37160;10.25825;-20.21737;96.86520;1.61442;110.35714;16.54767;0.07298;0.07601;0.09002;5.67488;3.76238;3.30198;2.86805;7.03070;4.44693;1.66667;1.75549;0.92999;3.32039;14.05825;336.34810;16.91733;1.08183;0.56727;0.50850;47.28365;52.71635;0.51456;0.04531;47.56410;4.18803;11.93924;1.59889;0.33365;24.88629;-45.39869;96.86520;1.61442;110.92308;16.54767;0.07298;0.07601;0.09002;5.85942;3.67470;3.46091;3.23923;7.09077;4.54576;1.50000;1.74653;0.91581;5.46293;79.87770;113.98847;-0.51151;-1.53660;-1.18624;0.23510;-0.21041;1.18624;-16.39344;1.69772;-15.88526;-2.29871;-11.77850;-10.76188;83.24500;76.75355;0.51151;3.19983;-2.35788;4.70003;12.15537;0.85082;2.19790;-0.51151;-1.53660;0.00000;1.00000
4.37864;13.89320;144.84084;5.58999;1.10356;0.63430;0.47157;42.62673;57.37327;0.49393;0.13754;44.75806;12.46334;12.66342;1.79589;0.31218;8.15265;-22.43582;94.59184;1.57653;108.73900;17.35893;0.11107;0.04603;0.10885;5.63192;3.76247;3.90153;2.88150;6.62415;4.24048;1.66667;1.73980;1.00000;3.72816;14.58252;332.29269;7.81512;1.10957;0.61304;0.49393;44.63281;55.36719;0.47157;0.12945;42.50000;11.66667;12.02004;1.62172;0.26392;21.69535;-49.67362;94.59184;1.57653;108.15000;17.35893;0.11107;0.04603;0.10885;5.92752;4.09145;3.81768;2.78459;6.90856;4.37774;1.50000;1.74927;0.96647;4.84146;78.57417;33.19829;0.54314;-3.40993;4.63279;4.59797;-3.55877;-4.63279;-6.06061;-5.17560;-6.60320;-5.21304;-10.19275;-16.75452;90.74443;75.54574;-0.54314;5.11452;8.37744;-2.17242;-3.42068;4.20333;3.18533;0.54314;-3.40993;0.00000;1.00000
3.86408;13.11650;144.88850;5.17582;1.07929;0.58414;0.49237;45.74855;54.25145;0.47330;0.11974;43.85307;11.09445;12.38956;1.76675;0.33965;9.58303;-21.11858;97.27177;1.62120;111.18441;17.50950;0.08586;0.06892;0.07791;4.93969;3.87011;4.01888;2.72530;7.69841;3.02745;1.66667;1.74974;0.94701;3.14563;13.81553;337.17936;12.57133;1.08460;0.61859;0.47330;43.30243;56.69757;0.49237;0.11974;45.39642;11.04007;13.50786;1.82509;0.29041;19.15283;-50.90778;97.27177;1.62120;110.63939;17.50950;0.08586;0.06892;0.07791;5.23038;4.35788;4.20826;2.90177;7.44002;3.46875;1.50000;1.75836;1.00285;5.19106;79.77751;83.34310;0.49140;5.72746;-3.94973;-5.49376;4.40946;3.94973;0.00000;3.45850;-0.49140;8.63642;3.24869;-15.63085;66.60530;82.71750;-0.49140;5.71664;11.85631;4.60366;6.27209;-3.41370;13.58624;0.49140;5.72746;0.00000;1.00000
4.00000;13.24272;144.86544;5.36906;1.07767;0.58738;0.48821;45.39897;54.60103;0.47087;0.12945;43.69369;12.01201;13.27809;1.88279;0.30593;8.90965;-21.32552;97.37395;1.62290;111.35135;17.57847;0.07705;0.06061;0.09438;5.52009;3.86844;3.82820;2.67204;6.87031;4.56580;1.66667;1.74895;0.95326;3.38835;13.93204;328.07730;21.08806;1.07212;0.61165;0.47087;43.43467;56.56533;0.48821;0.11489;45.53687;10.71583;14.01695;1.89753;0.25201;18.15650;-51.10892;97.37395;1.62290;111.92755;17.57847;0.07705;0.06061;0.09438;5.98385;3.90664;3.65753;2.95733;7.16581;4.69347;1.50000;1.73995;0.99265;5.07324;77.47740;118.82621;-0.51613;4.04858;-3.61533;-4.42242;3.53398;3.61533;-11.92053;4.13127;-11.40616;5.41382;0.78009;-19.33044;68.32781;82.23548;0.51613;8.06265;0.98259;-4.55971;10.13573;4.21056;2.75767;-0.51613;4.04858;0.00000;1.00000
4.37864;13.89320;144.84084;5.58999;1.10356;0.63430;0.47157;42.62673;57.37327;0.49393;0.13754;44.75806;12.46334;12.66342;1.79589;0.33218;8.15265;-22.43582;94.59184;1.57653;108.73900;17.35893;0.11107;0.04603;0.10885;5.63192;3.76247;3.90153;2.88150;6.62415;4.24048;1.66667;1.73980;1.00000;3.72816;14.58252;332.29269;7.81512;1.10957;0.61304;0.49393;44.63281;55.36719;0.47157;0.12945;42.50000;11.66667;12.02004;1.62172;0.28392;21.69535;-49.67362;94.59184;1.57653;108.15000;17.35893;0.11107;0.04603;0.10885;5.92752;4.09145;3.81768;2.78459;6.90856;4.37774;1.50000;1.74927;0.96647;4.84146;78.57417;33.19829;0.54314;-3.40993;4.63279;4.59797;-3.55877;-4.63279;-6.06061;-5.17560;-6.60320;-5.21304;-10.19275;-15.66675;90.74443;75.54574;-0.54314;5.11452;8.37744;-2.17242;-3.42068;4.20333;3.18533;0.54314;-3.40993;0.00000;1.00000
4.10680;13.31068;146.84228;6.14786;1.06634;0.55178;0.51456;48.25493;51.74507;0.48665;0.07282;45.63733;6.82853;12.00248;1.71553;0.34941;10.42919;-20.01958;97.78481;1.62975;112.53414;17.17641;0.11992;0.17750;0.09400;5.77971;4.15997;4.23177;3.03814;6.87217;5.26362;1.66667;1.73787;0.89926;3.40777;13.93204;335.53672;17.63381;1.07628;0.58669;0.48665;45.35277;54.64723;0.51456;0.07443;47.80928;6.91581;12.70036;1.71628;0.27924;21.82464;-50.42251;97.78481;1.62975;111.49485;17.17641;0.11992;0.17750;0.09400;6.32457;3.89485;4.38699;3.24919;7.31733;4.96638;1.50000;1.75407;0.95615;4.56165;78.23493;96.59502;0.92782;6.13198;-5.57576;-6.20069;5.45558;5.57576;2.19780;4.64853;1.27004;5.65022;0.04340;-22.32206;70.66112;86.32034;-0.92782;9.00276;-6.58295;3.60196;6.71340;6.27451;-5.81106;0.92782;6.13198;0.00000;1.00000
4.30097;13.39806;146.08752;6.04889;1.06149;0.57929;0.47850;45.25261;54.74739;0.50485;0.06311;47.56098;5.94512;12.53709;1.79466;0.34329;8.88490;-21.18407;98.93276;1.64888;113.04878;17.75433;0.12489;0.11908;0.06042;5.07883;3.52511;4.12686;3.65691;6.94859;4.90617;1.66667;1.75027;0.95518;3.51456;14.01942;336.42668;11.72132;1.06241;0.55340;0.50485;47.71540;52.28460;0.47850;0.06311;45.03916;5.93995;12.47617;1.65267;0.36355;22.87541;-46.09702;98.93276;1.64888;112.95039;17.75433;0.12489;0.11908;0.06042;5.48278;3.72060;4.29766;3.59066;7.24820;4.85964;1.50000;1.75179;0.91249;4.53258;78.89474;63.84195;0.08707;-4.57143;5.35966;5.29815;-4.60197;-5.35966;-0.00000;-5.44667;-0.08707;-0.48715;-8.23785;5.73246;88.10056;74.05631;-0.08707;7.64932;5.39603;4.05487;-1.82842;4.22070;-0.95296;0.08707;-4.57143;0.00000;1.00000
4.01942;13.31068;144.35916;4.63420;1.08738;0.57605;0.51456;47.17262;52.82738;0.50850;0.05340;46.76339;4.91071;12.21688;1.79900;0.39160;10.25825;-20.21737;96.86520;1.61442;110.35714;16.54767;0.07298;0.07601;0.09002;5.67488;3.76238;3.30198;2.86805;7.03070;4.44693;1.66667;1.75549;0.92999;3.32039;14.05825;336.34810;16.91733;1.08183;0.56727;0.50850;47.28365;52.71635;0.51456;0.04531;47.56410;4.18803;11.93924;1.59889;0.35365;24.88629;-45.39869;96.86520;1.61442;110.92308;16.54767;0.07298;0.07601;0.09002;5.85942;3.67470;3.46091;3.23923;7.09077;4.54576;1.50000;1.74653;0.91581;5.46293;79.87770;113.98847;-0.51151;-1.53660;-1.18624;0.23510;-0.21041;1.18624;-16.39344;1.69772;-15.88526;-2.29871;-11.77850;-10.18425;83.24500;76.75355;0.51151;3.19983;-2.35788;4.70003;12.15537;0.85082;2.19790;-0.51151;-1.53660;0.00000;1.00000
4.13592;13.32039;146.77705;7.17125;1.06472;0.58252;0.48128;45.24533;54.75467;0.47694;0.10032;44.79483;9.42249;12.19161;1.76994;0.35771;9.09895;-21.46630;97.99154;1.63319;112.70517;18.22840;0.08700;0.04618;0.09293;6.02578;3.50108;3.63506;2.71698;7.49963;3.68401;1.66667;1.73890;0.95137;3.48544;13.99029;339.33769;21.93588;1.06935;0.59085;0.47694;44.67412;55.32588;0.48128;0.09871;45.00649;9.23044;13.71787;1.84185;0.29750;18.70865;-52.24138;97.99154;1.63319;112.21790;18.22840;0.08700;0.04618;0.09293;5.73833;3.93747;3.88793;3.54455;8.08342;3.95183;1.50000;1.74645;0.96497;4.90579;79.22436;101.45027;0.43328;1.41844;-0.90465;-1.27049;1.03780;0.90465;-1.62602;0.47138;-2.05926;11.78142;3.98194;-18.37967;69.11563;83.50578;-0.43328;-4.88688;11.73315;6.72259;26.43345;7.49274;7.01487;0.43328;1.41844;0.00000;1.00000
4.19417;13.42718;148.15375;6.71851;1.07120;0.58738;0.48266;45.11221;54.88779;0.47087;0.13592;43.95770;12.68882;12.60225;1.78674;0.34499;9.64073;-21.16421;97.47634;1.62461;112.02417;16.82473;0.12715;0.05671;0.12274;5.91556;3.47375;4.37090;4.15993;7.31871;3.99879;1.66667;1.74027;0.95426;3.52427;14.17476;333.21920;19.08490;1.07074;0.60472;0.47087;43.75000;56.25000;0.48266;0.12783;45.07772;11.93869;11.14736;1.54574;0.30282;19.16347;-53.23716;97.47634;1.62461;112.07254;16.82473;0.12715;0.05671;0.12274;6.28363;3.98562;4.30913;3.90048;7.62456;4.84495;1.50000;1.73952;0.98242;5.41681;76.89067;95.85087;-0.04317;2.90867;-2.47273;-3.06590;2.45140;2.47273;-6.13497;2.51589;-6.09184;-12.25194;-14.46371;-13.01714;66.12049;86.21602;0.04317;6.03443;13.72444;-1.42325;-6.43755;4.09349;19.13579;-0.04317;2.90867;0.00000;1.00000
4.10680;13.31068;146.84228;6.14786;1.06634;0.55178;0.51456;48.25493;51.74507;0.48665;0.07282;45.63733;6.82853;12.00248;1.71553;0.36941;10.42919;-20.01958;97.78481;1.62975;112.53414;17.17641;0.11992;0.17750;0.09400;5.77971;4.15997;4.23177;3.03814;6.87217;5.26362;1.66667;1.73787;0.89926;3.40777;13.93204;335.53672;17.63381;1.07628;0.58669;0.48665;45.35277;54.64723;0.51456;0.07443;47.80928;6.91581;12.70036;1.71628;0.29924;21.82464;-50.42251;97.78481;1.62975;111.49485;17.17641;0.11992;0.17750;0.09400;6.32457;3.89485;4.38699;3.24919;7.31733;4.96638;1.50000;1.75407;0.95615;4.56165;78.23493;96.59502;0.92782;6.13198;-5.57576;-6.20069;5.45558;5.57576;2.19780;4.64853;1.27004;5.65022;0.04340;-20.98672;70.66112;86.32034;-0.92782;9.00276;-6.58295;3.60196;6.71340;6.27451;-5.81106;0.92782;6.13198;0.00000;1.00000
4.18447;13.34951;149.35858;7.41273;1.05663;0.57767;0.48405;45.56990;54.43010;0.47937;0.10680;45.36753;10.10720;12.22699;1.77173;0.36419;9.04410;-21.75356;98.19915;1.63665;113.56815;18.01208;0.06888;0.04134;0.14511;6.75972;2.74817;4.59905;4.08392;7.92969;4.21294;1.66667;1.72934;0.94544;3.58252;14.07767;346.15631;23.78287;1.06935;0.58669;0.47937;44.98217;55.01783;0.48405;0.11489;45.26589;10.74362;12.74803;1.68918;0.30296;21.95429;-49.49400;98.19915;1.63665;112.21790;18.01208;0.06888;0.04134;0.14511;6.68618;3.12066;4.47250;4.31230;7.81057;4.40005;1.50000;1.75015;0.96020;5.30973;79.43161;104.95160;1.19604;1.54854;-0.97175;-1.29811;1.07399;0.97175;7.29927;-0.22430;6.10456;4.17250;-4.77084;-18.35753;83.29588;77.87054;-1.19604;-1.09373;12.69394;-2.79003;5.44007;-1.51354;4.34482;1.19604;1.54854;0.00000;1.00000
4.00000;13.24272;144.86544;5.36906;1.07767;0.58738;0.48821;45.39897;54.60103;0.47087;0.12945;43.69369;12.01201;13.27809;1.88279;0.32593;8.90965;-21.32552;97.37395;1.62290;111.35135;17.57847;0.07705;0.06061;0.09438;5.52009;3.86844;3.82820;2.67204;6.87031;4.56580;1.66667;1.74895;0.95326;3.38835;13.93204;328.07730;21.08806;1.07212;0.61165;0.47087;43.43467;56.56533;0.48821;0.11489;45.53687;10.71583;14.01695;1.89753;0.28017;18.15650;-51.10892;97.37395;1.62290;111.92755;17.57847;0.07705;0.06061;0.09438;5.98385;3.90664;3.65753;2.95733;7.16581;4.69347;1.50000;1.73995;0.99265;5.07324;77.47740;118.82621;-0.51613;4.04858;-3.61533;-4.42242;3.53398;3.61533;-11.92053;4.13127;-11.40616;5.41382;0.78009;-15.10168;68.32781;82.23548;0.51613;8.06265;0.98259;-4.55971;10.13573;4.21056;2.75767;-0.51613;4.04858;0.00000;1.00000
4.18447;13.34951;149.35858;7.41273;1.05663;0.57767;0.48405;45.56990;54.43010;0.47937;0.10680;45.36753;10.10720;12.22699;1.77173;0.34419;9.04410;-21.75356;98.19915;1.63665;113.56815;18.01208;0.06888;0.04134;0.14511;6.75972;2.74817;4.59905;4.08392;7.92969;4.21294;1.66667;1.72934;0.94544;3.58252;14.07767;346.15631;23.78287;1.06935;0.58669;0.47937;44.98217;55.01783;0.48405;0.11489;45.26589;10.74362;12.74803;1.68918;0.28296;21.95429;-49.49400;98.19915;1.63665;112.21790;18.01208;0.06888;0.04134;0.14511;6.68618;3.12066;4.47250;4.31230;7.81057;4.40005;1.50000;1.75015;0.96020;5.30973;79.43161;104.95160;1.19604;1.54854;-0.97175;-1.29811;1.07399;0.97175;7.29927;-0.22430;6.10456;4.17250;-4.77084;-19.52838;83.29588;77.87054;-1.19604;-1.09373;12.69394;-2.79003;5.44007;-1.51354;4.34482;1.19604;1.54854;0.00000;1.00000
